week,date,ask,bid
Week 2,26-Aug-11,20672.2,20962.41429
Week 3,2-Sep-11,20671.48571,21036.31429
Week 4,9-Sep-11,20720.7,21025.04286
Week 1,16-Sep-11,20722.17143,20957.54286
Week 2,23-Sep-11,20633.2,21029.71429
Week 3,30-Sep-11,20691.34286,20954.58571
Week 4,7-Oct-11,20717.04286,20949.51429
Week 1,14-Oct-11,20723.6,21012.37143
Week 2,21-Oct-11,20735.82857,21085.3
Week 3,28-Oct-11,20821.37143,21158.05714
Week 4,4-Nov-11,20837.81429,21246.81429
Week 1,11-Nov-11,20800.8,21163.82857
Week 2,18-Nov-11,20790.42857,21310.88571
Week 3,25-Nov-11,20790.84286,21242.94286
Week 4,2-Dec-11,20876.57143,21229.15714
Week 1,9-Dec-11,20857.44286,21243.81429
Week 2,16-Dec-11,20886.4,21144.82857
Week 3,23-Dec-11,20885.48571,21179.52857
Week 4,30-Dec-11,20828.95714,21217.5
Week 1,6-Jan-12,20691.74286,21088.6
Week 2,13-Jan-12,20898.28571,21227.75714
Week 3,20-Jan-12,20774.04286,21085.41429
Week 4,27-Jan-12,20821.35714,21092.6
Week 1,3-Feb-12,20854.55714,21145.74286
Week 2,10-Feb-12,20761.71429,21054.84286
Week 3,17-Feb-12,20624.47143,21039.67143
Week 4,24-Feb-12,20638.61429,20999.61429
Week 1,2-Mar-12,20716.11429,20978.37143
Week 2,9-Mar-12,20787.54286,20869.31429
Week 3,16-Mar-12,20675.82857,20903.37143
Week 4,23-Mar-12,20718.04286,20962.55714
Week 1,30-Mar-12,20702.8,20962.52857
Week 2,6-Apr-12,20777.87143,20881.52857
Week 3,13-Apr-12,20745.82857,20992.55714
Week 4,20-Apr-12,20764.68571,20904.68571
Week 1,27-Apr-12,20760.78571,20934.68571
Week 2,4-May-12,20705.38571,21034.41429
Week 3,11-May-12,20730.02857,20968.94286
Week 4,18-May-12,20643.18571,20981.91429
Week 1,25-May-12,20677.82857,21135.88571
Week 2,1-Jun-12,20600.94286,21029.78571
Week 3,8-Jun-12,20737.32857,21176.32857
Week 4,15-Jun-12,20730.78571,21118.65714
Week 1,22-Jun-12,20710.05714,21142.71429
Week 2,29-Jun-12,20671.47143,21031.6
Week 3,6-Jul-12,20707.94286,21198.62857
Week 4,13-Jul-12,20631.87143,21037.21429
Week 1,20-Jul-12,20692.3,21096.28571
Week 2,27-Jul-12,20736.14286,20979.2
Week 3,3-Aug-12,20573.42857,21065.17143
Week 4,10-Aug-12,20804.7,20890.12857
Week 1,17-Aug-12,20831.42857,20841.42857
Week 2,24-Aug-12,20611.91429,21131.81429
Week 3,31-Aug-12,20565.21429,21154.35714
Week 4,7-Sep-12,20482.2,21056.72857
Week 1,14-Sep-12,20608.21429,21060.6
Week 2,21-Sep-12,20651.77143,21088.37143
Week 3,28-Sep-12,20689.7,21227.41429
Week 4,5-Oct-12,20683.1,21062.32857
Week 1,12-Oct-12,20637.97143,21080.85714
Week 2,19-Oct-12,20644.22857,21095.45714
Week 3,26-Oct-12,20620.55714,21026.37143
Week 4,2-Nov-12,20682.65714,21066.62857
Week 1,9-Nov-12,20619.8,21078.47143
Week 2,16-Nov-12,20645.28571,21052
Week 3,23-Nov-12,20588.5,21028.18571
Week 4,30-Nov-12,20638.38571,21057.92857
Week 1,7-Dec-12,20671.11429,21023.97143
Week 2,14-Dec-12,20587.11429,20998.9
Week 3,21-Dec-12,20745.41429,20983.41429
Week 4,28-Dec-12,20633.12857,20999.45714
Week 1,4-Jan-13,20680.08571,20982
Week 2,11-Jan-13,20602.04286,20988.81429
Week 3,18-Jan-13,20669.02857,21054.11429
Week 4,25-Jan-13,20640.81429,20990.9
Week 1,1-Feb-13,20639.12857,21023.9
Week 2,8-Feb-13,20715.68571,21003.8
Week 3,15-Feb-13,20673.88571,20995.27143
Week 4,22-Feb-13,20725.82857,21073.75714
Week 1,1-Mar-13,20722.74286,21133.51429
Week 2,8-Mar-13,20784.52857,21120.62857
Week 3,15-Mar-13,20744.04286,21143.47143
Week 4,22-Mar-13,20763.77143,21115.35714
Week 1,29-Mar-13,20750.47143,21119.57143
Week 2,5-Apr-13,20687.34286,21112.62857
Week 3,12-Apr-13,20656.61429,21054.2
Week 4,19-Apr-13,20747.28571,21119.28571
Week 1,26-Apr-13,20660,21075.41429
Week 2,3-May-13,20810.77143,21065.91429
Week 3,10-May-13,20762.85714,21133.42857
Week 4,17-May-13,20757.12857,21147.87143
Week 1,24-May-13,20738.88571,21238.62857
Week 2,31-May-13,20774.07143,21184.07143
Week 3,7-Jun-13,20779.6,21229.32857
Week 4,14-Jun-13,20800.4,21184.4
Week 1,21-Jun-13,20881.77143,21284.74286
Week 2,28-Jun-13,21000.02857,21335.41429
Week 3,5-Jul-13,21052.74286,21475.2
Week 4,12-Jul-13,20980.3,21368.52857
Week 1,19-Jul-13,21112.58571,21235.52857
Week 2,26-Jul-13,21076.14286,21197.68571
Week 3,2-Aug-13,21003.88571,21176.81429
Week 4,9-Aug-13,21081.55714,21126.88571
Week 1,16-Aug-13,21081.17143,21128.42857
Week 2,23-Aug-13,21078.02857,21149.4
Week 3,30-Aug-13,21062.95714,21181.31429
Week 4,6-Sep-13,20981.6,21196.58571
Week 1,13-Sep-13,21003.9,21207.51429
Week 2,20-Sep-13,21049.62857,21172.5
Week 3,27-Sep-13,21043.47143,21172.2
Week 4,4-Oct-13,21042.12857,21210.25714
Week 1,11-Oct-13,21033.41429,21190.61429
Week 2,18-Oct-13,21020.88571,21209.28571
Week 3,25-Oct-13,21041.97143,21162.91429
Week 4,1-Nov-13,21015.54286,21218.21429
Week 1,8-Nov-13,21055.2,21183.57143
Week 2,15-Nov-13,20981.72857,21183.94286
Week 3,22-Nov-13,21038.7,21150.8
Week 4,29-Nov-13,21012.67143,21226.81429
Week 1,6-Dec-13,20998.64286,21214.61429
Week 2,13-Dec-13,20926.01429,21287.31429
Week 3,20-Dec-13,20906.25714,21303.42857
Week 4,27-Dec-13,20959.27143,21353.55714
Week 1,3-Jan-14,20931.78571,21322.65714
Week 2,10-Jan-14,20888.97143,21225.97143
Week 3,17-Jan-14,20932.22857,21278.68571
Week 4,24-Jan-14,20898.24286,21292.41429
Week 1,31-Jan-14,20887.78571,21312.82857
Week 2,7-Feb-14,20919.68571,21226.51429
Week 3,14-Feb-14,20929.08571,21262.25714
Week 4,21-Feb-14,20884.74286,21282.45714
Week 1,28-Feb-14,20911.95714,21290.38571
Week 2,7-Mar-14,20939.7,21256.91429
Week 3,14-Mar-14,20888.11429,21277.97143
Week 4,21-Mar-14,20903.35714,21275.82857
Week 1,28-Mar-14,20899.84286,21284.47143
Week 2,4-Apr-14,20924.68571,21249.57143
Week 3,11-Apr-14,20936.45714,21248.97143
Week 4,18-Apr-14,20930.77143,21320.62857
Week 1,25-Apr-14,20996.81429,21212.52857
Week 2,2-May-14,21005.68571,21137.67143
Week 3,9-May-14,21000.12857,21217.3
Week 4,16-May-14,20961.12857,21261.92857
Week 1,23-May-14,20981.35714,21272.92857
Week 2,30-May-14,21030.31429,21299.8
Week 3,6-Jun-14,21019.9,21378.91429
Week 4,13-Jun-14,21035.02857,21381.38571
Week 1,20-Jun-14,21171.6,21447.85714
Week 2,27-Jun-14,21162.57143,21506.62857
Week 3,4-Jul-14,21075.11429,21510.6
Week 4,11-Jul-14,21066.98571,21349.28571
Week 1,18-Jul-14,21052.32857,21371.02857
Week 2,25-Jul-14,21105.91429,21340.72857
Week 3,1-Aug-14,21090.48571,21337.37143
Week 4,8-Aug-14,20940.94286,21472.87143
Week 1,15-Aug-14,20933.17143,21463.95714
Week 2,22-Aug-14,20973.55714,21438.11429
Week 3,29-Aug-14,20934.82857,21516.47143
Week 4,5-Sep-14,20949.98571,21494.61429
Week 1,12-Sep-14,20895.27143,21465.81429
Week 2,19-Sep-14,20958.58571,21514.9
Week 3,26-Sep-14,20972.25714,21547.04286
Week 4,3-Oct-14,21019.25714,21604.54286
Week 1,10-Oct-14,20950.91429,21527.55714
Week 2,17-Oct-14,20944.38571,21508.51429
Week 3,24-Oct-14,21018.11429,21497.52857
Week 4,31-Oct-14,21090.6,21552.32857
Week 1,7-Nov-14,20986.28571,21544.15714
Week 2,14-Nov-14,21013.12857,21575.45714
Week 3,21-Nov-14,21122.24286,21590.05714
Week 4,28-Nov-14,21107.5,21671.17143
Week 1,5-Dec-14,21051.4,21622.71429
Week 2,12-Dec-14,21159.75714,21604.12857
Week 3,19-Dec-14,21137.85714,21687.34286
Week 4,26-Dec-14,21265.5,21504.21429
Week 1,2-Jan-15,21200.58571,21663.61429
Week 2,9-Jan-15,21078.04286,21616.78571
Week 3,16-Jan-15,21049.72857,21663.35714
Week 4,23-Jan-15,21039.11429,21661.02857
Week 1,30-Jan-15,21039.52857,21675.75714
Week 2,6-Feb-15,21075.85714,21593.41429
Week 3,13-Feb-15,21047.2,21633.77143
Week 4,20-Feb-15,21079.34286,21565.87143
Week 1,27-Feb-15,21057.08571,21682.47143
Week 2,6-Mar-15,21046.22857,21692.58571
Week 3,13-Mar-15,21101.7,21746.81429
Week 4,20-Mar-15,21231.21429,21680.65714
Week 1,27-Mar-15,21210.71429,21874.34286
Week 2,3-Apr-15,21369.65714,21745.68571
Week 3,10-Apr-15,21364.2,21834.98571
Week 4,17-Apr-15,21374.11429,21773.7
Week 1,24-Apr-15,21566.42857,21612.14286
Week 2,1-May-15,21589.28571,21647.85714
Week 3,8-May-15,21660.1,21707.24286
Week 4,15-May-15,21753.57143,21802.14286
Week 1,22-May-15,21781.42857,21826.42857
Week 2,29-May-15,21787.14286,21830.71429
Week 3,5-Jun-15,21785.71429,21832.85714
Week 4,12-Jun-15,21772.14286,21821.42857
Week 1,19-Jun-15,21782.14286,21815
Week 2,26-Jun-15,21789.85714,21835.57143
Week 3,3-Jul-15,21694.54286,21916.78571
Week 4,10-Jul-15,21583.12857,22030.84286
Week 1,17-Jul-15,21538.85714,22102.38571
Week 2,24-Jul-15,21534.15714,22086.72857
Week 3,31-Jul-15,21511.88571,22169.72857
Week 4,7-Aug-15,21481.62857,22147.2
Week 1,14-Aug-15,21834.42857,22492
Week 2,21-Aug-15,22133.97143,22772.18571
Week 3,28-Aug-15,22184.18571,22825.9
Week 4,4-Sep-15,22161.92857,22811.05714
Week 1,11-Sep-15,22152.97143,22794.51429
Week 2,18-Sep-15,22169.45714,22803.11429
Week 3,25-Sep-15,22158.11429,22800.91429
Week 4,2-Oct-15,22138.51429,22797.44286
Week 1,9-Oct-15,22018.92857,22557.5
Week 2,16-Oct-15,22036.27143,22567.08571
Week 3,23-Oct-15,22163.01429,22605.88571
Week 4,30-Oct-15,22104.11429,22596.52857
Week 1,6-Nov-15,22147.71429,22607.62857
Week 2,13-Nov-15,22232.85714,22627.98571
Week 3,20-Nov-15,22143.84286,22822.88571
Week 4,27-Nov-15,22196.17143,22790.35714
Week 1,4-Dec-15,22070.87143,22682.87143
Week 2,11-Dec-15,22140.27143,22673.01429
Week 3,18-Dec-15,22177.94286,22714.3
Week 4,25-Dec-15,22213.3,22710.65714
Week 1,1-Jan-16,22221.14286,22706.95714
Week 2,8-Jan-16,22074.64286,22740.5
Week 3,15-Jan-16,22155.15714,22612.71429
Week 4,22-Jan-16,22029.7,22679.17143
Week 1,29-Jan-16,21980.1,22514.97143
Week 2,5-Feb-16,21933.07143,22452.95714
Week 3,12-Feb-16,22082.85714,22570.42857
Week 4,19-Feb-16,22115.92857,22599.18571
Week 1,26-Feb-16,22135.61429,22614.15714
Week 2,4-Mar-16,21965.6,22586.55714
Week 3,11-Mar-16,22018.44286,22515.42857
Week 4,18-Mar-16,22031.72857,22607.05714
Week 1,25-Mar-16,22136.92857,22493.64286
Week 2,1-Apr-16,22104.55714,22566.58571
Week 3,8-Apr-16,22108.88571,22601.48571
Week 4,15-Apr-16,22141.48571,22545.55714
Week 1,22-Apr-16,22182.6,22468.05714
Week 2,29-Apr-16,22088.1,22508.91429
Week 3,6-May-16,22144.88571,22551.6
Week 4,13-May-16,22113,22566.7
Week 1,20-May-16,22125.9,22535.32857
Week 2,27-May-16,22194.9,22596.41429
Week 3,3-Jun-16,22202.04286,22589.78571
Week 4,10-Jun-16,22191.01429,22612.24286
Week 1,17-Jun-16,22057.95714,22610.57143
Week 2,24-Jun-16,22073.48571,22560.21429
Week 3,1-Jul-16,22039.45714,22621
Week 4,8-Jul-16,22107.21429,22577.15714
Week 1,15-Jul-16,22080.11429,22695.8
Week 2,22-Jul-16,22164.82857,22540.7
Week 3,29-Jul-16,22165.27143,22398.71429
Week 4,5-Aug-16,22074.85714,22592.32857
Week 1,12-Aug-16,21903.35714,22597.07143
Week 2,19-Aug-16,22220.18571,22448.81429
Week 3,26-Aug-16,22078.82857,22693.37143
Week 4,02 Sep 2016,22022.95714,22612.62857
Week 1,09 Sep 2016,22097.40000,22633.10000
Week 2,16 Sep 2016,22112.88571,22662.20000
Week 3,23 Sep 2016,22029.44286,22629.48571
Week 4,30 Sep 2016,22116.25714,22608.95714
Week 1,07 Oct 2016,22036.34286,22618.91429
Week 2,14 Oct 2016,22047.68571,22693.18571
Week 3,21 Oct 2016,21993.40000,22704.18571
Week 4,28 Oct 2016,22076.71429,22555.51429
Week 1,04 Nov 2016,22082.37143,22647.27143
Week 2,11 Nov 2016,22113.48571,22709.48571
Week 3,18 Nov 2016,22239.34286,22881.74286
Week 4,25 Nov 2016,22325.84286,23045.30000
Week 1,02 Dec 2016,22334.15714,22988.34286
Week 2,09 Dec 2016,22324.25714,22958.55714
Week 3,16 Dec 2016,22520.30000,22983.50000
Week 4,23 Dec 2016,22491.42857,23001.51429
Week 1,30 Dec 2016,22474.31429,23057.30000
Week 2,06 Jan 2017,22309.90000,22886.04286
Week 3,13 Jan 2017,22335.07143,22816.51429
Week 4,20 Jan 2017,22264.01429,22811.05714
Week 1,27 Jan 2017,22271.57143,22908.08571
Week 2,03 Feb 2017,22324.90000,22861.67143
Week 3,10 Feb 2017,22408.50000,22982.18571
Week 4,17 Feb 2017,22503.65714,23101.11429
Week 1,24 Feb 2017,22620.40721,23003.20377
